tau_s,tau_m,answerable_retention,unanswerable_refusal,balanced_abstention_accuracy
-6.5,0.5,0.9885714285714285,0.020000000000000018,0.5042857142857142
-6.5,1.0,0.98,0.042857142857142816,0.5114285714285713
-6.5,1.5,0.96,0.05428571428571427,0.5071428571428571
-6.5,2.0,0.9428571428571428,0.08857142857142852,0.5157142857142857
-6.5,2.5,0.92,0.11428571428571432,0.5171428571428571
-6.5,3.0,0.8971428571428571,0.1428571428571429,0.52
-6.5,3.5,0.8485714285714285,0.17428571428571427,0.5114285714285713
-6.5,4.0,0.8057142857142857,0.20857142857142852,0.5071428571428571
-6.5,4.5,0.7857142857142857,0.22857142857142854,0.5071428571428571
-6.5,5.0,0.7514285714285714,0.2628571428571429,0.5071428571428571
-6.0,-5.0,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-4.5,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-4.0,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-3.5,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-3.0,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-2.5,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-2.0,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-1.5,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-1.0,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,-0.5,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,0.0,0.9914285714285714,0.02285714285714291,0.5071428571428571
-6.0,0.5,0.9885714285714285,0.02285714285714291,0.5057142857142858
-6.0,1.0,0.98,0.042857142857142816,0.5114285714285713
-6.0,1.5,0.96,0.05428571428571427,0.5071428571428571
-6.0,2.0,0.9428571428571428,0.08857142857142852,0.5157142857142857
-6.0,2.5,0.92,0.11428571428571432,0.5171428571428571
-6.0,3.0,0.8971428571428571,0.1428571428571429,0.52
-6.0,3.5,0.8485714285714285,0.17428571428571427,0.5114285714285713
-6.0,4.0,0.8057142857142857,0.20857142857142852,0.5071428571428571
-6.0,4.5,0.7857142857142857,0.22857142857142854,0.5071428571428571
-6.0,5.0,0.7514285714285714,0.2628571428571429,0.5071428571428571
-5.5,-5.0,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-4.5,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-4.0,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-3.5,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-3.0,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-2.5,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-2.0,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-1.5,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-1.0,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,-0.5,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,0.0,0.9914285714285714,0.03142857142857147,0.5114285714285715
-5.5,0.5,0.9885714285714285,0.03142857142857147,0.51
-5.5,1.0,0.98,0.0485714285714286,0.5142857142857142
-5.5,1.5,0.96,0.06000000000000005,0.51
-5.5,2.0,0.9428571428571428,0.09142857142857141,0.5171428571428571
-5.5,2.5,0.92,0.1171428571428571,0.5185714285714286
-5.5,3.0,0.8971428571428571,0.14571428571428569,0.5214285714285714
-5.5,3.5,0.8485714285714285,0.17428571428571427,0.5114285714285713
-5.5,4.0,0.8057142857142857,0.20857142857142852,0.5071428571428571
-5.5,4.5,0.7857142857142857,0.22857142857142854,0.5071428571428571
-5.5,5.0,0.7514285714285714,0.2628571428571429,0.5071428571428571
-5.0,-5.0,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-4.5,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-4.0,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-3.5,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-3.0,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-2.5,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-2.0,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-1.5,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-1.0,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,-0.5,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,0.0,0.9914285714285714,0.03428571428571425,0.5128571428571429
-5.0,0.5,0.9885714285714285,0.03428571428571425,0.5114285714285713
-5.0,1.0,0.98,0.05142857142857138,0.5157142857142857
-5.0,1.5,0.96,0.06285714285714283,0.5114285714285713
-5.0,2.0,0.9428571428571428,0.0942857142857143,0.5185714285714286
-5.0,2.5,0.92,0.1171428571428571,0.5185714285714286
-5.0,3.0,0.8971428571428571,0.14571428571428569,0.5214285714285714
-5.0,3.5,0.8485714285714285,0.17428571428571427,0.5114285714285713
-5.0,4.0,0.8057142857142857,0.20857142857142852,0.5071428571428571
-5.0,4.5,0.7857142857142857,0.22857142857142854,0.5071428571428571
-5.0,5.0,0.7514285714285714,0.2628571428571429,0.5071428571428571
-4.5,-5.0,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-4.5,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-4.0,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-3.5,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-3.0,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-2.5,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-2.0,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-1.5,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-1.0,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,-0.5,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,0.0,0.9885714285714285,0.037142857142857144,0.5128571428571429
-4.5,0.5,0.9857142857142858,0.037142857142857144,0.5114285714285715
-4.5,1.0,0.98,0.05428571428571427,0.5171428571428571
-4.5,1.5,0.96,0.06571428571428573,0.5128571428571429
-4.5,2.0,0.9428571428571428,0.0971428571428572,0.52
-4.5,2.5,0.92,0.1171428571428571,0.5185714285714286
-4.5,3.0,0.8971428571428571,0.14571428571428569,0.5214285714285714
-4.5,3.5,0.8485714285714285,0.17428571428571427,0.5114285714285713
-4.5,4.0,0.8057142857142857,0.20857142857142852,0.5071428571428571
-4.5,4.5,0.7857142857142857,0.22857142857142854,0.5071428571428571
-4.5,5.0,0.7514285714285714,0.2628571428571429,0.5071428571428571
-4.0,-5.0,0.9857142857142858,0.05428571428571427,0.52
-4.0,-4.5,0.9857142857142858,0.05428571428571427,0.52
-4.0,-4.0,0.9857142857142858,0.05428571428571427,0.52
-4.0,-3.5,0.9857142857142858,0.05428571428571427,0.52
-4.0,-3.0,0.9857142857142858,0.05428571428571427,0.52
-4.0,-2.5,0.9857142857142858,0.05428571428571427,0.52
-4.0,-2.0,0.9857142857142858,0.05428571428571427,0.52
-4.0,-1.5,0.9857142857142858,0.05428571428571427,0.52
-4.0,-1.0,0.9857142857142858,0.05428571428571427,0.52
-4.0,-0.5,0.9857142857142858,0.05428571428571427,0.52
-4.0,0.0,0.9857142857142858,0.05428571428571427,0.52
-4.0,0.5,0.9828571428571429,0.05428571428571427,0.5185714285714286
-4.0,1.0,0.9771428571428571,0.06857142857142862,0.5228571428571429
-4.0,1.5,0.9571428571428572,0.07714285714285718,0.5171428571428571
-4.0,2.0,0.94,0.10571428571428576,0.5228571428571429
-4.0,2.5,0.9171428571428571,0.12285714285714289,0.52
-4.0,3.0,0.8942857142857142,0.15142857142857147,0.5228571428571429
-4.0,3.5,0.8457142857142858,0.18000000000000005,0.5128571428571429
-4.0,4.0,0.8057142857142857,0.2142857142857143,0.51
-4.0,4.5,0.7857142857142857,0.23428571428571432,0.51
-4.0,5.0,0.7514285714285714,0.2657142857142857,0.5085714285714286
-3.5,-5.0,0.98,0.06857142857142862,0.5242857142857142
-3.5,-4.5,0.98,0.06857142857142862,0.5242857142857142
-3.5,-4.0,0.98,0.06857142857142862,0.5242857142857142
-3.5,-3.5,0.98,0.06857142857142862,0.5242857142857142
-3.5,-3.0,0.98,0.06857142857142862,0.5242857142857142
-3.5,-2.5,0.98,0.06857142857142862,0.5242857142857142
-3.5,-2.0,0.98,0.06857142857142862,0.5242857142857142
-3.5,-1.5,0.98,0.06857142857142862,0.5242857142857142
-3.5,-1.0,0.98,0.06857142857142862,0.5242857142857142
-3.5,-0.5,0.98,0.06857142857142862,0.5242857142857142
-3.5,0.0,0.98,0.06857142857142862,0.5242857142857142
-3.5,0.5,0.9771428571428571,0.06857142857142862,0.5228571428571429
-3.5,1.0,0.9742857142857143,0.08285714285714285,0.5285714285714286
-3.5,1.5,0.9542857142857143,0.08857142857142852,0.5214285714285714
-3.5,2.0,0.9371428571428572,0.11428571428571432,0.5257142857142858
-3.5,2.5,0.9142857142857143,0.12857142857142856,0.5214285714285714
-3.5,3.0,0.8914285714285715,0.15714285714285714,0.5242857142857142
-3.5,3.5,0.8428571428571429,0.18285714285714283,0.5128571428571429
-3.5,4.0,0.8028571428571428,0.2171428571428572,0.51
-3.5,4.5,0.7828571428571428,0.2371428571428571,0.51
-3.5,5.0,0.7485714285714286,0.2657142857142857,0.5071428571428571
-3.0,-5.0,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-4.5,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-4.0,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-3.5,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-3.0,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-2.5,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-2.0,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-1.5,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-1.0,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,-0.5,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,0.0,0.9771428571428571,0.07999999999999996,0.5285714285714285
-3.0,0.5,0.9742857142857143,0.07999999999999996,0.5271428571428571
-3.0,1.0,0.9714285714285714,0.0942857142857143,0.5328571428571429
-3.0,1.5,0.9514285714285714,0.09999999999999998,0.5257142857142857
-3.0,2.0,0.9342857142857143,0.12571428571428567,0.53
-3.0,2.5,0.9142857142857143,0.14,0.5271428571428571
-3.0,3.0,0.8914285714285715,0.1657142857142857,0.5285714285714286
-3.0,3.5,0.8428571428571429,0.1914285714285714,0.5171428571428571
-3.0,4.0,0.8028571428571428,0.22285714285714286,0.5128571428571429
-3.0,4.5,0.7828571428571428,0.24285714285714288,0.5128571428571429
-3.0,5.0,0.7485714285714286,0.2657142857142857,0.5071428571428571
-2.5,-5.0,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-4.5,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-4.0,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-3.5,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-3.0,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-2.5,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-2.0,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-1.5,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-1.0,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,-0.5,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,0.0,0.9771428571428571,0.0942857142857143,0.5357142857142857
-2.5,0.5,0.9742857142857143,0.0942857142857143,0.5342857142857143
-2.5,1.0,0.9714285714285714,0.10857142857142854,0.54
-2.5,1.5,0.9514285714285714,0.11142857142857143,0.5314285714285714
-2.5,2.0,0.9342857142857143,0.13714285714285712,0.5357142857142857
-2.5,2.5,0.9142857142857143,0.14857142857142858,0.5314285714285714
-2.5,3.0,0.8914285714285715,0.17428571428571427,0.5328571428571429
-2.5,3.5,0.8428571428571429,0.19714285714285718,0.52
-2.5,4.0,0.8028571428571428,0.22857142857142854,0.5157142857142857
-2.5,4.5,0.7828571428571428,0.24857142857142855,0.5157142857142857
-2.5,5.0,0.7485714285714286,0.27142857142857146,0.51
-2.0,-5.0,0.9771428571428571,0.10285714285714287,0.54
-2.0,-4.5,0.9771428571428571,0.10285714285714287,0.54
-2.0,-4.0,0.9771428571428571,0.10285714285714287,0.54
-2.0,-3.5,0.9771428571428571,0.10285714285714287,0.54
-2.0,-3.0,0.9771428571428571,0.10285714285714287,0.54
-2.0,-2.5,0.9771428571428571,0.10285714285714287,0.54
-2.0,-2.0,0.9771428571428571,0.10285714285714287,0.54
-2.0,-1.5,0.9771428571428571,0.10285714285714287,0.54
-2.0,-1.0,0.9771428571428571,0.10285714285714287,0.54
-2.0,-0.5,0.9771428571428571,0.10285714285714287,0.54
-2.0,0.0,0.9771428571428571,0.10285714285714287,0.54
-2.0,0.5,0.9742857142857143,0.10285714285714287,0.5385714285714286
-2.0,1.0,0.9714285714285714,0.1171428571428571,0.5442857142857143
-2.0,1.5,0.9514285714285714,0.12,0.5357142857142857
-2.0,2.0,0.9342857142857143,0.14571428571428569,0.54
-2.0,2.5,0.9142857142857143,0.15714285714285714,0.5357142857142857
-2.0,3.0,0.8914285714285715,0.18000000000000005,0.5357142857142858
-2.0,3.5,0.8428571428571429,0.20285714285714285,0.5228571428571429
-2.0,4.0,0.8028571428571428,0.23428571428571432,0.5185714285714286
-2.0,4.5,0.7828571428571428,0.25428571428571434,0.5185714285714286
-2.0,5.0,0.7485714285714286,0.27714285714285714,0.5128571428571429
-1.5,-5.0,0.9685714285714285,0.11142857142857143,0.54
-1.5,-4.5,0.9685714285714285,0.11142857142857143,0.54
-1.5,-4.0,0.9685714285714285,0.11142857142857143,0.54
-1.5,-3.5,0.9685714285714285,0.11142857142857143,0.54
-1.5,-3.0,0.9685714285714285,0.11142857142857143,0.54
-1.5,-2.5,0.9685714285714285,0.11142857142857143,0.54
-1.5,-2.0,0.9685714285714285,0.11142857142857143,0.54
-1.5,-1.5,0.9685714285714285,0.11142857142857143,0.54
-1.5,-1.0,0.9685714285714285,0.11142857142857143,0.54
-1.5,-0.5,0.9685714285714285,0.11142857142857143,0.54
-1.5,0.0,0.9685714285714285,0.11142857142857143,0.54
-1.5,0.5,0.9657142857142857,0.11142857142857143,0.5385714285714286
-1.5,1.0,0.9628571428571429,0.12571428571428567,0.5442857142857143
-1.5,1.5,0.9457142857142857,0.12857142857142856,0.5371428571428571
-1.5,2.0,0.9285714285714286,0.15428571428571425,0.5414285714285714
-1.5,2.5,0.9085714285714286,0.1657142857142857,0.5371428571428571
-1.5,3.0,0.8857142857142857,0.1885714285714286,0.5371428571428571
-1.5,3.5,0.8371428571428572,0.2114285714285714,0.5242857142857142
-1.5,4.0,0.7971428571428572,0.24285714285714288,0.52
-1.5,4.5,0.7771428571428571,0.2628571428571429,0.52
-1.5,5.0,0.7428571428571429,0.2857142857142857,0.5142857142857142
-1.0,-5.0,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-4.5,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-4.0,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-3.5,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-3.0,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-2.5,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-2.0,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-1.5,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-1.0,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,-0.5,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,0.0,0.9628571428571429,0.12857142857142856,0.5457142857142857
-1.0,0.5,0.96,0.12857142857142856,0.5442857142857143
-1.0,1.0,0.9571428571428572,0.1428571428571429,0.55
-1.0,1.5,0.94,0.14571428571428569,0.5428571428571428
-1.0,2.0,0.9228571428571428,0.1685714285714286,0.5457142857142857
-1.0,2.5,0.9028571428571428,0.18000000000000005,0.5414285714285714
-1.0,3.0,0.88,0.19999999999999996,0.54
-1.0,3.5,0.8314285714285714,0.21999999999999997,0.5257142857142857
-1.0,4.0,0.7914285714285715,0.24857142857142855,0.52
-1.0,4.5,0.7714285714285715,0.26857142857142857,0.52
